name,latitude,longitude,admin1_code,admin2_code,admin3_code,feature_code
Maidagolam,13.74204,77.62643,02,754,5365,PPL
Perumallapalle,13.94606,77.81277,02,754,5362,PPL
Muddalakuntapalle,13.96297,77.84137,02,754,5362,PPL
Settichinnayapalle,13.94369,77.79696,02,754,5362,PPL
Chinnagireddipalle,13.94025,77.80329,02,754,5362,PPL
Kammmavandlapalle,13.95601,77.8496,02,754,5362,PPL
Gajulavandlapalle,13.96057,77.84369,02,754,5362,PPL
Venkatramanapalle,13.93694,77.80953,02,754,5362,PPL
Peddanagireddipalle,13.93683,77.81917,02,754,5362,PPL
Marreddipalle,13.96211,77.79363,02,754,5362,PPL
Mormapalle,13.94012,77.86981,02,754,5362,PPL
Tirgamandlapalle,13.95056,77.84574,02,754,5362,PPL
Puleru,13.95466,77.79415,02,754,5362,PPL
Chinnakaganapalle,13.93733,77.76679,02,754,5362,PPL
Singireddipalle,13.96547,77.76216,02,754,5362,PPL
Kaganapalle,13.93284,77.77235,02,754,5362,PPL
Cheruvukindapalle,13.91253,77.75889,02,754,5366,PPL
Peddareddipalle,13.90938,77.76574,02,754,5366,PPL
Sanaganapalle,13.90193,77.76185,02,754,5366,PPL
Nanjareddipalle,13.90413,77.77552,02,754,5366,PPL
Kanugamakulappalle,13.90084,77.78718,02,754,5366,PPL
Palagalapalle,13.90886,77.80288,02,754,5366,PPL
Nesevandlapalle,13.91363,77.80514,02,754,5366,PPL
Errachintalapalle,13.91823,77.78958,02,754,5366,PPL
Bandepalle,13.91859,77.78666,02,754,5366,PPL
Kallukunta,13.91159,77.78413,02,754,5366,PPL
Kannirallapalle,13.88882,77.81636,02,754,5366,PPL
Narasimhaswamigudi,13.89308,77.82748,02,754,5366,PPL
Maddakavaripalle,13.93436,77.92131,02,754,5358,PPL
Buchchirajupalle,13.92769,77.92785,02,754,5358,PPL
Gollavaripalle,13.9613,77.94826,02,754,5358,PPL
Balijapalle,13.95499,77.93768,02,754,5358,PPL
Patravandlapalle,13.95453,77.9977,02,754,5361,PPL
Sangitamvandlapalle,13.95058,77.9922,02,754,5361,PPL
Boyinavaripalli,13.95249,77.97195,02,,,PPL
Tangedukunta,13.94327,77.93489,02,754,5358,PPL
Appaswamipalle,13.9467,77.92759,02,754,5358,PPL
Peddaguttapalle,13.96313,77.98061,02,754,5358,PPL
Chagaleru,13.89893,77.76865,02,754,5366,PPL
Maddimakulapalle,13.8791,77.82001,02,754,5366,PPL
Somaghatta,13.8833,77.81106,02,754,5366,PPL
Pemavandlapalle,13.90228,77.99412,02,754,5361,PPL
Chinnapapannapalle,13.88501,77.97461,02,754,5361,PPL
Devikunte,13.90457,77.90079,02,,,PPL
Gunukulavaripalle,13.88297,77.79883,02,754,5366,PPL
Bhuvayyagaripalle,13.88807,77.77057,02,754,5366,PPL
Kanduriparti,13.87222,77.76035,02,754,5366,PPL
Madurepalle,13.86687,77.7554,02,754,5366,PPL
Morasavandlapalle,13.85903,77.76522,02,754,5366,PPL
Morasalapalle,13.85972,77.77787,02,754,5366,PPL
Maddireddipalle,13.85599,77.78654,02,754,5366,PPL
Doranalapalle,13.87493,77.77803,02,754,5366,PPL
Thimmireddidinna,13.85374,77.81076,02,754,5366,PPL
Guntapalli,13.86251,77.94517,02,,,PPL
Jikavandlapalli,13.86735,77.94367,02,,,PPL
Nallakuntapalle,13.85904,77.95497,02,754,5361,PPL
Gandlavaripalle,13.8367,77.9607,02,754,5361,PPL
Chautakuntapalle,13.83724,77.96427,02,754,5361,PPL
Idigavaripalle,13.8547,77.97637,02,754,5361,PPL
Akulavandlapalle,13.85412,77.97704,02,754,5361,PPL
Dalavayipalle,13.8223,77.77857,02,754,5366,PPL
Guvvalapalle,13.82618,77.78443,02,754,5366,PPL
Puchchalakuntlapalle,13.87353,77.95638,02,754,5361,PPL
Chinnaganipalle,13.86858,77.98071,02,754,5361,PPL
Samalolapalli,13.86518,77.99314,02,,,PPL
Narsayyagaripalle,13.86483,77.98801,02,754,5361,PPL
Butakulavandlapalle,13.98766,78.00001,02,754,5361,PPL
Varchireddipalle,13.99266,77.97982,02,754,5358,PPL
Sunnampalle,13.98931,77.97604,02,754,5358,PPL
Malakavaripalle,13.97621,77.97904,02,754,5358,PPL
Dadireddipalle,13.99578,77.94759,02,754,5358,PPL
Lingalavaripalle,13.97275,77.9514,02,754,5358,PPL
Tsaodepalle,13.98629,77.96071,02,754,5358,PPL
Tsaudampalle,13.97423,77.92248,02,754,5358,PPL
Jakkasamudram,13.99634,77.85694,02,754,5362,PPL
Molasamudram,13.99131,77.85349,02,754,5362,PPL
Pulasettipalle,13.98891,77.8675,02,754,5362,PPL
Sinapalle,13.98465,77.87461,02,754,5362,PPL
Boyapelle,13.98639,77.90336,02,754,5358,PPL
Budilivandlapalle,13.97921,77.84829,02,754,5362,PPL
Korevandlapalle,13.97519,77.85647,02,754,5362,PPL
Kokkantivandlapalle,13.98993,77.91385,02,754,5358,PPL
Konapallevandlapalle,13.97925,77.91209,02,754,5358,PPL
Gaunivaripalle,13.97563,77.87677,02,754,5362,PPL
Gavunipalle,13.98106,77.91921,02,754,5358,PPL
Gavurapuram,13.99566,77.94183,02,754,5358,PPL
Allapalle,13.98329,77.93057,02,754,5358,PPL
Tsamlavaripalle,13.9851,77.94471,02,754,5358,PPL
Mallela,13.98098,77.8284,02,754,5362,PPL
Chalamayyapalle,13.96686,77.82072,02,754,5362,PPL
Reddigaripalle,13.96956,77.82821,02,754,5362,PPL
Mondivandlagudisalu,13.98618,77.8512,02,754,5362,PPL
Emakulaguntapalle,13.98725,77.79519,02,754,5362,PPL
Kasireddipalle,13.98279,77.78457,02,754,5362,PPL
Dabha,19.60157,79.25652,40,699,4314,PPL
Savati,19.58322,79.27197,40,699,4314,PPLQ
Chichpalli,19.54445,79.28014,40,699,4314,PPLQ
Dongargaon,19.55398,79.25257,40,699,4314,PPLQ
Nagarigutta,19.53366,79.25318,40,699,4314,PPL
Pulara,19.52819,79.28821,40,699,4314,PPLQ
Naodari,19.52629,79.29668,40,699,4314,PPL
Gunjara,19.5182,79.29591,40,699,4314,PPL
Arli,19.51557,79.30855,40,699,4314,PPLQ
Chinna Bambara,19.52102,79.32477,40,699,4314,PPL
Bambara,19.51365,79.33614,40,699,4314,PPL
Kosara,19.50295,79.34846,40,699,4314,PPL
Chichpayala,19.5378,79.35052,40,699,4314,PPLQ
Sonapur,19.53489,79.36297,40,699,4314,PPLQ
Goigaon,19.55496,79.34086,40,699,4314,PPLQ
Paurguda,19.52713,79.414,40,699,4314,PPLQ
Jolapur,19.5292,79.3872,40,699,4314,PPLQ
Malni,19.50137,79.42255,40,699,4318,PPLQ
Hirni,19.51831,79.45539,40,699,4318,PPLQ
Medindhani,19.52944,79.43598,40,699,4318,PPLQ
Agni,19.50499,79.30082,40,699,4314,PPL
Luddigura,19.47158,79.25698,40,699,4314,PPL
Nimguda,19.49996,79.29817,40,699,4314,PPL
Narlapur,19.48296,79.29762,40,699,4314,PPLQ
Nowgura,19.45679,79.25018,40,699,4314,PPL
Sarandi,19.46394,79.29681,40,699,4314,PPL
Kherdi,19.45292,79.27198,40,699,4314,PPL
Tejagura,19.4459,79.29443,40,699,4314,PPL
Chicholi,19.44403,79.2577,40,699,4314,PPL
Ghat Jangaon,19.4382,79.27231,40,699,4314,PPL
Tejapur,19.43287,79.28571,40,699,4314,PPL
Makargura,19.42711,79.28229,40,699,4314,PPL
Uppal Nowgaon,19.41341,79.28262,40,699,4319,PPL
Jhandagura,19.39406,79.27722,40,699,4319,PPL
Kommugura,19.38846,79.25229,40,699,4319,PPL
Chintagura,19.38698,79.27454,40,699,4319,PPL
Gollaguda,19.38833,79.29511,40,699,4319,PPL
Salegura,19.39715,79.29987,40,699,4319,PPL
Yellaram,19.38579,79.26647,40,699,4319,PPL
Jankapur,19.37526,79.28816,40,699,4319,PPL
Dasnapur,19.36707,79.29356,40,699,4319,PPL
Anksapur,19.36211,79.26943,40,699,4319,PPL
Bapur,19.35264,79.25053,40,699,4319,PPL
Ghurweli,19.34899,79.29726,40,699,4319,PPL
Samela,19.34258,79.27722,40,699,4319,PPL
Tumpalli,19.33663,79.263,40,699,4319,PPL
Poslaongura,19.32783,79.2691,40,699,4319,PPL
Chillatigura,19.33121,79.28906,40,699,4319,PPL
Bhanugura,19.33752,79.2919,40,699,4319,PPL
Ghagarugura,19.33893,79.2885,40,699,4319,PPL
Mamedigura,19.32152,79.27456,40,699,4319,PPLQ
Bhutongura,19.317,79.28401,40,699,4319,PPL
Singraopet,19.32489,79.30597,40,699,4319,PPL
Yeragutta,19.29936,79.28174,40,699,4319,PPL
Paharibanda,19.29118,79.26197,40,699,4319,PPL
Medi,19.28608,79.26942,40,699,4319,PPL
Gollabanda,19.27662,79.26845,40,699,4319,PPLQ
Mandrumera,19.27406,79.27422,40,699,4319,PPLQ
Dongargura,19.27285,79.28258,40,699,4319,PPL
Rudrapur,19.27166,79.25914,40,699,4333,PPL
Lendigura,19.26616,79.25207,40,699,4333,PPLQ
Kothagura,19.26574,79.26688,40,699,4333,PPL
Devaigura,19.25996,79.27285,40,699,4333,PPL
Perakunta,19.25596,79.2694,40,699,4333,PPL
Borjam,19.25388,79.26834,40,699,4333,PPL
Chopri,19.25228,79.30021,40,699,4333,PPL
Rauta,19.26815,79.33796,40,699,4319,PPLQ
Annaram,19.29539,79.31984,40,699,4319,PPL
Salpa Annaram,19.29999,79.31336,40,699,4319,PPL
Sankepalli,19.30424,79.33582,40,699,4319,PPL
Tilgongura,19.316,79.32394,40,699,4319,PPL
Apepalli,19.31383,79.34177,40,699,4319,PPL
Gollagura,19.31889,79.32991,40,699,4319,PPL
Yedulwada,19.32319,79.31295,40,699,4319,PPL
Motakgura,19.33446,79.34709,40,699,4319,PPL
Keslapur,19.35811,79.30824,40,699,4319,PPLQ
Rajur,19.36118,79.33956,40,699,4319,PPL
Govindpur,19.3763,79.32016,40,699,4319,PPL
Gurgiri,19.38061,79.3204,40,699,4319,PPL
Gundi,19.37892,79.33088,40,699,4319,PPL
Borda,19.40657,79.31321,40,699,4314,PPL
Gondgura,19.40652,79.32586,40,699,4314,PPL
Jaitpur,19.41202,79.31102,40,699,4314,PPL
Bhendara,19.43256,79.30213,40,699,4314,PPL
Khamana,19.46134,79.33773,40,699,4314,PPL
Lanjanwira,19.49069,79.34772,40,699,4314,PPL
Jamuldhari,19.47978,79.3475,40,699,4314,PPL
Kherith,19.48899,79.36439,40,699,4314,PPL
Kopagudem,19.44998,79.37358,40,699,4314,PPL
Welgi,19.44594,79.38568,40,699,4314,PPL
Kadegaon,19.43981,79.37195,40,699,4314,PPL
Komatgura,19.435,79.35333,40,699,4314,PPL
Dubbagura,19.42012,79.35356,40,699,4314,PPL
Ardirai,19.41072,79.36007,40,699,4314,PPL
Kanargaon,19.3935,79.35996,40,699,4314,PPL
Bijal,19.38162,79.38486,40,699,4319,PPL
Tattigura,19.3685,79.37886,40,699,4319,PPL
Metpalli,19.3647,79.38875,40,699,4318,PPL
Bhimpur,19.36338,79.36116,40,699,4319,PPL
Nandpa,19.35565,79.37403,40,699,4319,PPL
Rahpalli,19.35308,79.35713,40,699,4319,PPL
Kattarala,19.33913,79.37705,40,699,4327,PPL
Nowgaon,19.32896,79.39422,40,699,4327,PPL
Khairgaon,19.32082,79.37027,40,699,4327,PPL
Kondepalli,19.31305,79.39115,40,699,4327,PPL
Yerweli,19.30487,79.3736,40,699,4327,PPL
Idongura,19.29933,79.35945,40,699,4319,PPL
Madikunta,19.29724,79.38414,40,699,4327,PPL
Parshan Nambal,19.28666,79.35427,40,699,4319,PPL
Durga Mahajangura,19.28036,79.37772,40,699,4327,PPL
Banjara Tanda,19.25659,79.41383,40,699,4327,PPL
Panzu Mahajangura,19.26848,79.40956,40,699,4327,PPL
Gangu Mahajangura,19.26886,79.40366,40,699,4327,PPL
Nakkalgura,19.27503,79.40252,40,699,4327,PPL
Gangapur,19.26989,79.43512,40,699,4327,PPL
Ralapet,19.29549,79.41956,40,699,4327,PPL
Nerpalli,19.29086,79.39806,40,699,4327,PPL
Lachhmipur,19.2942,79.43268,40,699,4327,PPL
Wanklam,19.32817,79.41869,40,699,4327,PPL
Mahajangura,19.33455,79.42123,40,699,4318,PPLQ
Lanjigura,19.33116,79.43374,40,699,4318,PPL
Marrigudem,19.38357,79.405,40,699,4318,PPL
Daregaon,19.41107,79.43527,40,699,4318,PPLQ
Gori,19.40933,79.40352,40,699,4318,PPLQ
Sarkepalli,19.45026,79.40579,40,699,4314,PPL
Jogapur,19.47217,79.40675,40,699,4318,PPLQ
Merpalli,19.49036,79.45812,40,699,4318,PPLQ
Ramannapalli,19.47952,79.47548,40,699,4315,PPL
Korsni Khurd,19.38854,79.47921,40,699,4318,PPL
Korsni,19.3747,79.4821,40,699,4318,PPL
Chargaon,19.36182,79.45658,40,699,4318,PPL
Burdagura,19.3393,79.45561,40,699,4318,PPL
Sivapur,19.33145,79.46812,40,699,4318,PPL
Wanjheri,19.31884,79.44434,40,699,4318,PPL
Pachgaon,19.30938,79.44683,40,699,4318,PPL
Bareguda,19.31935,79.48225,40,699,4318,PPL
Tungara,19.31434,79.47663,40,699,4318,PPL
Murligura,19.26827,79.44154,40,699,4327,PPLQ
Dharmaram,19.26185,79.4794,40,699,4327,PPL
Garlapet,19.47585,79.49609,40,699,4315,PPLQ
Potepalli,19.25027,79.42495,40,699,4327,PPL
Khairgura,19.24385,79.27204,40,699,4333,PPL
Kanaipalli,19.22961,79.26528,40,699,4333,PPLQ
Garalpalli,19.20973,79.26033,40,699,4333,PPL
Tolondi,19.192,79.27298,40,699,4333,PPLQ
Chitepalli,19.16529,79.25966,40,699,4333,PPL
Irkepalli,19.16275,79.25086,40,699,4333,PPL
Gabhiraopet,19.16344,79.28568,40,699,4333,PPLQ
Pataguda,19.1383,79.29399,40,699,4333,PPL
Gatla Rapalli,19.04658,79.32675,40,684,4349,PPL
Devapur,19.04426,79.34989,40,684,4349,PPL
Peddapur,19.05078,79.339,40,684,4349,PPL
Sonapur,19.07817,79.32146,40,684,4349,PPL
Lachhmipur,19.09452,79.33222,40,684,4349,PPL
Abbapur,19.21848,79.34301,40,699,4327,PPL
Sonapur Pard,19.23044,79.34515,40,699,4327,PPLQ
Golet,19.23899,79.38907,40,699,4327,PPL
Gampalpalli,19.20455,79.35332,40,684,4332,PPL
Narsapur,19.19474,79.35676,40,684,4332,PPL
Madaram,19.17711,79.39277,40,684,4332,PPL
Murliguda,19.162,79.36222,40,684,4332,PPL
Tirmalapur,19.12103,79.36981,40,684,4349,PPL
Rotepalli,19.09213,79.36391,40,684,4349,PPL
Malkepalli,19.0762,79.38262,40,684,4349,PPL
Dharmaraopet,19.07631,79.38719,40,684,4349,PPL
Chintagudem,19.04743,79.38768,40,684,4349,PPL
Maddimadagu,19.01731,79.36339,40,684,4349,PPLQ
Dharmaram,19.00717,79.43071,40,684,4349,PPL
Gondigudem,19.01418,79.45059,40,684,4349,PPL
Utampalli,19.02656,79.43367,40,684,4349,PPL
Garwapur,19.02885,79.41174,40,684,4349,PPL
Somgudem,19.02029,79.46034,40,684,4349,PPL
Raiglagudem,19.03466,79.42051,40,684,4349,PPL
Naikagudem,19.03454,79.443,40,684,4349,PPL
Gondipet,19.04374,79.43833,40,684,4349,PPL
Komatchen,19.05167,79.41665,40,684,4349,PPL
Kanklapur,19.06118,79.41606,40,684,4349,PPL
Waripet,19.05794,79.44395,40,684,4349,PPL
Konnur,19.06965,79.4055,40,684,4349,PPL
Ankusham,19.11989,79.44177,40,684,4332,PPL
Chotpalli,19.12694,79.43487,40,684,4332,PPL
Rangaddharigudem,19.12519,79.44276,40,684,4332,PPL
Teklagudem,19.11182,79.44998,40,684,4350,PPL
Pochanpalli,19.13244,79.43056,40,684,4332,PPL
Dubbagudem,19.13201,79.43652,40,684,4332,PPL
Kothagudem,19.1371,79.45169,40,684,4332,PPL
Komagudem,19.14431,79.43062,40,684,4332,PPL
Ankaipalli,19.14801,79.42845,40,684,4332,PPL
Kishtampet,19.14735,79.43953,40,684,4332,PPL
Mahbubabad,19.15954,79.41891,40,684,4332,PPL
Repliwadi,19.18067,79.42863,40,684,4332,PPL
Pagrapalli,19.18967,79.42289,40,699,4327,PPL
Amingudem,19.22272,79.40267,40,699,4327,PPL
Pulikunta,19.22106,79.41622,40,699,4327,PPL
Pagerigudem,19.23138,79.41032,40,699,4327,PPL
Dugnepalli,19.23492,79.40238,40,699,4327,PPL
Komugudem,19.24511,79.44059,40,699,4327,PPL
Gandharagura,19.24889,79.44055,40,699,4327,PPL
Yepalgudem,19.24064,79.44438,40,699,4327,PPL
Nimbal,19.24466,79.44954,40,699,4327,PPL
Chintalgura,19.24906,79.45438,40,699,4327,PPL
Ayagarpalli,19.24373,79.46844,40,699,4327,PPL
Kotagura,19.24033,79.45356,40,699,4327,PPL
Fakirpalli,19.22872,79.45867,40,699,4327,PPL
Rajaram,19.22945,79.4831,40,699,4327,PPL
Taklapalli,19.20908,79.45085,40,699,4327,PPL
Rolapahad,19.19669,79.47146,40,699,4327,PPL
Balanpur,19.19173,79.48342,40,699,4327,PPL
Marwigudem,19.15879,79.46257,40,684,4332,PPL
Chandrapalli,19.14174,79.47441,40,684,4332,PPL
Darkapur,19.13107,79.47171,40,684,4332,PPL
Boipalli,19.12257,79.47262,40,684,4332,PPL
Katlagudem,19.11093,79.47911,40,684,4332,PPL
Maripar,19.10753,79.4843,40,684,4350,PPL
Kannal,19.09765,79.45947,40,684,4350,PPL
Nakepalli,19.08846,79.47055,40,684,4350,PPL
Radha Gamballa,19.05673,79.49149,40,684,4350,PPL
Chinna Bodha,19.09976,79.49869,40,684,4350,PPL
Komarweli,19.2115,79.49816,40,699,4327,PPL
Nalapur,19.22651,79.49637,40,699,4327,PPL
Mahkri,19.54223,79.52672,40,699,4315,PPL
Jakapur,19.53798,79.5423,40,699,4315,PPL
Udkali,19.52356,79.54521,40,699,4315,PPL
Arpapur,19.51731,79.55542,40,699,4315,PPL
Irli,19.56373,79.64456,40,699,4316,PPL
Lonoli,19.5475,79.63905,40,699,4315,PPL
Pargaon,19.527,79.61746,40,699,4315,PPL
Kancharpet,19.53541,79.6445,40,699,4315,PPL
Tonkni,19.51042,79.609,40,699,4315,PPL
Dhorpalli,19.50975,79.67304,40,699,4316,PPL
Komagudem,19.50156,79.67917,40,699,4316,PPL
Kauthala,19.52584,79.72645,40,699,4316,PPL
Heti Mogardhagra,19.55414,79.72595,40,699,4316,PPL
Mogardhagra,19.55846,79.72541,40,699,4316,PPL
Heti Tarpalli,19.5678,79.71117,40,699,4316,PPL
Pardi,19.56151,79.6858,40,699,4316,PPL
Tarpalli,19.57615,79.70704,40,699,4316,PPL
Wirdandi,19.58496,79.73072,40,699,4316,PPL
Sandgaon,19.56888,79.65855,40,699,4316,PPL
Koithi,19.56843,79.66608,40,699,4316,PPL
Kumbhari,19.54518,79.67665,40,699,4316,PPL
Tarodi,19.51436,79.73955,40,699,4316,PPL
Heti Tarodi,19.50944,79.74779,40,699,4316,PPL
Malapannanagudi,15.04585,76.79788,02,553,5304,PPL
Hirehalu Siddapuram,15.05362,76.8147,02,553,5304,PPL
Hirehaluhosahalli,15.00846,76.83767,02,553,5304,PPL
Nemakallu,15.0123,76.93769,02,553,5307,PPL
Obalapuram,15.03226,76.84856,02,553,5304,PPL
Chelapalli,19.46034,79.51456,40,699,4315,PPL
Yempalli,19.38955,79.50319,40,699,4315,PPL
Easgaon,19.35884,79.5214,40,699,4318,PPL
Bhatpalli,19.33451,79.50295,40,699,4318,PPL
Madhagudem,19.32783,79.50514,40,699,4318,PPL
Andeli,19.32781,79.51782,40,699,4318,PPL
Namananagar,19.33186,79.53511,40,699,4318,PPL
Jagnathpur,19.32021,79.52897,40,699,4318,PPL
Jawadigudem,19.31754,79.51183,40,699,4318,PPL
Karji Bhimpur,19.27594,79.54183,40,699,4318,PPL
Aragudem,19.26979,79.53811,40,699,4318,PPL
Rashangudem,19.26315,79.52105,40,684,4328,PPL
Chitarmpalli,19.26136,79.51016,40,684,4328,PPL
Keslapur,19.2557,79.58489,40,684,4328,PPL
Goregutta,19.27508,79.57623,40,699,4329,PPL
Borgaon,19.28186,79.55564,40,699,4329,PPL
Itiala,19.29915,79.57453,40,699,4329,PPL
Ralagudem,19.29326,79.59399,40,699,4329,PPL
Borepalli,19.3172,79.55441,40,699,4329,PPL
Chitanagaram,19.32207,79.55497,40,699,4318,PPL
Jambga,19.32141,79.57775,40,699,4318,PPL
Golagudem,19.33033,79.57004,40,699,4318,PPL
Walakunta,19.34325,79.55147,40,699,4318,PPL
Nagampet,19.34002,79.58347,40,699,4318,PPL
Gajegudem,19.33417,79.5914,40,699,4318,PPL
Mandwa,19.38429,79.5793,40,699,4318,PPL
Ankhora,19.40433,79.5854,40,699,4318,PPL
Tunchipalli,19.41293,79.57248,40,699,4315,PPL
Chintakunta,19.43372,79.58172,40,699,4315,PPL
Acheli,19.43737,79.56849,40,699,4315,PPL
Pedda Banda,19.44955,79.5592,40,699,4315,PPL
Yerapuram,19.44915,79.59066,40,699,4315,PPL
Kanrajpet,19.49312,79.6053,40,699,4315,PPL
Kadamba,19.38025,79.65372,40,699,4318,PPL
Mosam,19.36373,79.59976,40,699,4318,PPL
Borlakunta,19.29038,79.60363,40,699,4329,PPL
Kotmir,19.29919,79.62125,40,699,4329,PPL
Sarsala,19.30819,79.6463,40,699,4329,PPL
Dubagudem,19.27591,79.61796,40,699,4329,PPL
Marsalpet,19.26429,79.61305,40,699,4329,PPL
Polampalli,19.27013,79.65848,40,699,4329,PPL
Inam,19.28052,79.68789,40,699,6313,PPL
Parvatipet,19.26029,79.69536,40,699,4329,PPL
Marligudem,19.28642,79.66018,40,699,4329,PPL
Pesarkunta,19.30244,79.67109,40,699,6313,PPL
Cherwai,19.30058,79.68567,40,699,6313,PPL
Darogahpalli,19.33082,79.68489,40,699,6313,PPL
Gopalpatnam,19.44152,79.6489,40,699,4315,PPL
Kesapatnam,19.44982,79.67172,40,699,4315,PPL
Kanki,19.49708,79.70283,40,699,4316,PPL
Gurdupet,19.48762,79.73658,40,699,4316,PPL
Kanepalli,19.46676,79.71365,40,699,4316,PPL
Baregudem,19.44649,79.72696,40,699,6314,PPL
Dharampalli,19.44373,79.73407,40,699,6314,PPL
Rebena,19.40806,79.74581,40,699,4317,PPL
Audpalli,19.41015,79.7087,40,699,6314,PPL
Yerakunta,19.298,79.72222,40,699,6313,PPL
Guntapet,19.27665,79.7091,40,699,6313,PPL
Bambaigura,19.28031,79.72201,40,699,6313,PPL
Lambadagura,19.2723,79.72845,40,699,6313,PPL
Dhagaon,19.27398,79.71337,40,699,6313,PPL
Pambapur,19.27332,79.74438,40,699,6313,PPL
Kothapalli,19.25639,79.7096,40,699,4329,PPL
Aklapalli,19.23688,79.54367,40,684,4328,PPL
Krishnapur,19.22406,79.52346,40,684,4328,PPL
Rangapalli,19.21876,79.50573,40,699,4327,PPL
Jaklapalli,19.21347,79.53926,40,684,4328,PPL
Rechni,19.18078,79.50101,40,684,4332,PPL
Achlapur,19.16013,79.5338,40,684,4332,PPL
Ralapet,19.1221,79.50393,40,684,4332,PPL
Pedda Bodha,19.0901,79.51666,40,684,4350,PPL
Tala Gurjala,19.07474,79.52813,40,684,4350,PPL
Mala Gurjala,19.07878,79.54706,40,684,4350,PPL
Batwanpalli,19.06475,79.53509,40,684,4350,PPL
Perakpalli,19.05678,79.54619,40,684,4350,PPL
Belampalli,19.02621,79.50574,40,684,4350,PPL
Akanpalli,19.01817,79.52415,40,684,4350,PPL
Gundla Somaram,19.03335,79.57755,40,684,4331,PPL
Dugnipalli,19.06848,79.55715,40,684,4350,PPL
Pedda Boparam,19.07949,79.59015,40,684,4331,PPL
Rangapet,19.07946,79.55075,40,684,4350,PPL
Chinna Boparam,19.07835,79.60475,40,684,4331,PPLQ
Ilaram,19.10753,79.57361,40,684,6229,PPL
Jankapur,19.12379,79.57599,40,684,6229,PPL
Teklapalli,19.13346,79.58441,40,684,6229,PPL
Bitrapalli,19.18561,79.58371,40,684,4328,PPL
Bhimni,19.2053,79.58146,40,684,4328,PPL
Kamlapur,19.21001,79.55905,40,684,4328,PPL
Mamidpalli,19.2041,79.5932,40,684,4328,PPL
Jagiapet,19.20919,79.5861,40,684,4328,PPL
Wadala,19.22363,79.59211,40,684,4328,PPL
Thengupalli,19.23421,79.63099,40,684,4328,PPL
Chinnapuram,19.2135,79.60459,40,684,4328,PPL
Peddapet,19.20755,79.59793,40,684,4328,PPL
Bandepalli,19.21439,79.63586,40,684,4328,PPL
Bapur,19.19701,79.63682,40,684,6229,PPL
Tanglepalli,19.20004,79.64924,40,684,4328,PPL
Sardapur,19.18938,79.64611,40,684,6229,PPL
Marweli,19.18353,79.6031,40,684,4328,PPL
Sagnam,19.16888,79.61413,40,684,4328,PPL
Polampalli,19.15909,79.61097,40,684,4328,PPL
Wigaon,19.15028,79.6273,40,684,4328,PPL
Kazipet,19.12646,79.61647,40,684,6229,PPL
Jajaralli,19.10576,79.62188,40,684,6229,PPL
Manaiguda,19.07661,79.65099,40,684,4331,PPL
Boyawani,19.0706,79.62051,40,684,4331,PPL
Nandalpalli,19.05675,79.62712,40,684,4331,PPL
Ghanpur,19.03832,79.62634,40,684,4331,PPL
Jogapur,19.02624,79.61838,40,684,4331,PPL
Gollapalli,19.02179,79.63846,40,684,4331,PPL
Mailaram,19.0317,79.64921,40,684,4331,PPL
Khamanpalli,19.00825,79.61876,40,684,4331,PPLQ
Dubbapalli,19.01198,79.65087,40,684,4331,PPL
Damireddipet,19.03293,79.6955,40,684,4331,PPL
Changalpet,19.04626,79.69346,40,684,4331,PPL
Konampet,19.09291,79.69299,40,684,4331,PPL
Rebna,19.11153,79.66026,40,684,6229,PPL
Kushnepalli,19.11189,79.69002,40,684,4331,PPL
Golagattu,19.14378,79.65345,40,684,6229,PPL
Mutapuram,19.13665,79.6694,40,684,6229,PPL
Ankanpet,19.14044,79.66493,40,684,6229,PPL
Jangampalli,19.19033,79.65846,40,684,4328,PPL
Aldapalli,19.18339,79.68033,40,684,6229,PPL
Botaipalli,19.17848,79.68699,40,684,6229,PPL
Timmapur,19.20224,79.66294,40,684,4328,PPL
Timmapur,19.20996,79.6671,40,699,4329,PPL
Madelli,19.19753,79.68302,40,699,4329,PPL
Hatni,19.20591,79.6889,40,699,4329,PPL
Bopuram,19.24987,79.68696,40,699,4329,PPL
Kamarpalli,19.25001,79.72478,40,699,4329,PPL
Kalwara,19.20834,79.72096,40,699,4329,PPL
Saligaon,19.19486,79.69358,40,684,6229,PPL
Kanchelli,19.19324,79.74521,40,699,4329,PPL
Kurampalli,19.18034,79.7041,40,684,6229,PPL
Naikarpet,19.16706,79.72035,40,684,6229,PPL
Jakkepalli,19.14784,79.73149,40,684,6229,PPL
Jilera,19.13411,79.73214,40,684,4330,PPL
Byaram,19.13397,79.7044,40,684,6229,PPL
Suraram,19.12403,79.74661,40,684,4330,PPL
Bamena,19.1,79.74887,40,684,4330,PPL
Somanpalli,19.07795,79.72311,40,684,4330,PPL
Aumera,19.06978,79.73539,40,684,4330,PPL
Nakalpalli,19.03524,79.74599,40,684,4351,PPL
Nemakallayyadoddi,14.62802,76.78224,02,553,5319,PPL
Jalivanka,14.64468,76.78595,02,553,5319,PPL
Cheruvudoddi,14.65634,76.80136,02,553,5319,PPL
Galagala,14.62477,76.79447,02,553,5319,PPL
Lakshmipura,14.98464,76.78987,02,553,5304,PPL
Hirangudda,14.76701,76.78525,02,,,PPL
Mincheri,14.77538,76.79585,02,553,5305,PPL
Mallapuram,14.75465,76.83554,02,553,5305,PPL
Pallenapalle,14.77601,76.83621,02,553,5305,PPL
