name,latitude,longitude,admin1_code,admin2_code,admin3_code,feature_code
Zuvvaladinne,14.80796,80.07045,02,550,5159,PPL
Zulakallu,16.44415,79.78743,02,751,5047,PPL
Zangareddigudem,17.12288,81.29525,02,748,4953,PPL
Zaladanki,14.88431,79.91251,02,550,5157,PPL
Zahirabad,17.68138,77.60743,40,691,4474,PPL
Yerur,14.17677,80.04152,02,752,5190,PPL
Yerupalem,16.82211,80.47017,40,541,4767,PPL
Yellareddi,18.19433,78.01777,40,685,4386,PPL
Yellandu,17.59064,80.32146,40,690,4740,PPL
Yelkaturti,18.10148,79.44948,40,686,4449,PPL
Yeljal,16.81897,78.36249,40,537,4562,PPL
Yelgonda,18.89573,79.05762,40,681,6213,PPL
Yelatturdibba,15.78086,80.87351,02,547,5038,PPL
Yedapalli,18.68006,77.94741,40,533,4369,PPL
Yarada,17.65872,83.27419,02,544,4869,PPL
Yanam,16.73308,82.21364,02,545,,PPL
Yamanpalli,19.10064,79.84471,40,684,4330,PPL
Yadiki,15.04941,77.87306,02,553,5312,PPL
Yadgarpalli,16.83333,79.58333,40,539,4664,PPL
Wynchpet,16.52372,80.61692,02,749,5010,PPLX
Wazirabad,16.69169,79.66073,40,539,4663,PPL
Wasalmari,17.67252,78.81079,40,697,4614,PPL
Warangal,18.0,79.58333,40,686,4695,PPLA2
Wanparti,16.36738,78.06889,40,693,4595,PPLA2
Waltair,17.71685,83.31924,02,544,4866,PPL
Wakri,19.48346,79.32051,40,699,4314,PPL
Vyaparla,16.04148,78.05045,40,693,4602,PPL
Vuyyuru,16.36307,80.84406,02,547,5027,PPL
Vizianagaram,18.11692,83.41148,02,543,4836,PPLA2
Vissannapeta,16.94125,80.78576,02,749,5000,PPL
Visnur,17.62983,79.40511,40,689,4697,PPL
Visakhapatnam,17.68009,83.20161,02,544,4869,PPLA2
Viravalli,16.61211,80.91818,02,547,5004,PPL
Virapalle,14.15802,78.85761,02,753,5242,PPL
Virampalli,14.28535,79.81283,02,550,5183,PPL
Viraghattam,18.68644,83.60919,02,743,4769,PPL
Vinukonda,16.0531,79.73964,02,751,5062,PPL
Vinnadivaram,16.01797,79.56051,02,549,5099,PPL
Vinjamur,14.83364,79.57985,02,550,5161,PPL
Vindur,14.189,79.82577,02,752,5184,PPL
Vikarabad,17.3381,77.90441,40,698,4530,PPLA2
Vijayawada,16.50745,80.6466,02,749,5010,PPL
Vijayarayi,16.80941,81.0384,02,748,4964,PPL
Vijilapuram,12.83425,78.46369,02,554,5428,PPL
Vidapanakallu,15.05731,77.18251,02,553,5308,PPL
Vetapalem,15.78502,80.30663,02,750,5124,PPL
Vepagunta,17.77844,83.21577,02,544,4862,PPL
Venkatapuram,18.30205,80.55089,40,780,4724,PPL
Venkatapuram,17.51063,82.62857,02,744,4874,PPL
Venkatapuram,17.25134,78.24583,40,537,4528,PPL
Venkatagirikota,13.0018,78.48478,02,554,5424,PPL
Venkatagiri,13.96005,79.58032,02,752,5187,PPL
Venkatagiri,13.19444,78.90081,02,554,5429,PPL
Venkatachelam Chattram,14.32674,79.92498,02,550,5182,PPL
Vengannapalem,17.40484,80.50591,40,690,4746,PPL
Venadu,13.64101,80.13014,02,752,5198,PPL
Vemulachedu,14.12565,79.67207,02,550,5185,PPL
Vempalle,14.36729,78.4587,02,551,5233,PPL
Vemalwada,18.46523,78.86894,40,683,4430,PPL
Velugodu,15.71932,78.57296,02,755,5282,PPL
Veludurti,16.34929,79.36669,02,751,5041,PPL
Vellaturu,14.45071,78.65972,02,551,5232,PPL
Vellanti,14.4807,79.82234,02,550,5177,PPL
Veldurti,15.54993,77.93112,02,552,5278,PPL
Velchal,18.41667,79.61667,40,687,6248,PPL
Velampalle,15.63938,80.01343,02,549,5127,PPL
Vedullacheruvu,15.31393,79.23185,02,549,5135,PPL
Vedichela,14.09243,79.76272,02,752,5184,PPL
Vayalpad,13.63732,78.62991,02,753,5388,PPL
Vatturupallepalem,14.85099,80.08434,02,550,5158,PPL
Variguntapadu,14.99029,79.42043,02,550,5155,PPL
Vardannapet,17.77251,79.56951,40,540,4704,PPL
Vardamankot,17.37756,79.44149,40,696,6298,PPL
Varakuru,15.68476,78.17797,02,552,5268,PPL
Varadayyapalaiyam,13.59858,79.93276,02,752,5381,PPL
Vanipenta,14.79055,78.78047,02,551,5204,PPL
Valigonda,17.37615,79.02131,40,697,4627,PPL
Valassala,15.38333,77.98333,02,755,5289,PPL
Valasarapalli,14.45585,79.76675,02,550,5176,PPL
Valasala,15.38863,77.97093,02,755,5289,PPL
Valaparla,15.92406,80.04919,02,750,5106,PPL
Valamuru,17.62566,81.63834,02,745,4884,PPL
Vakalapudi,17.01667,82.28333,02,746,4913,PPL
Wajrakarur,15.02719,77.38657,02,553,5316,PPL
Vaimsur,17.12906,80.7926,40,541,4768,PPL
Vadlapudi,14.31119,79.8043,02,550,5183,PPL
Vaddepa,17.74536,82.61786,02,744,4855,PPL
Vaddadi,17.84737,82.87293,02,744,4873,PPL
Vadarevu,15.79728,80.41176,02,750,5123,PPL
Vadamala,13.54886,79.52423,02,752,5399,PPL
Uyyalavada,15.63142,78.07537,02,552,5268,PPL
Uyyalavada,15.10168,78.39608,02,755,5302,PPL
Vutukuru,14.57777,80.14227,02,550,5168,PPL
Utukuru,14.25,79.75,02,550,5185,PPL
Uttukuru,14.56667,80.15,02,550,5179,PPL
Uttaravilli,18.45847,83.47696,02,543,4822,PPL
Uchapalem,14.36285,79.67062,02,550,5176,PPL
Utnur,19.36798,78.77608,40,532,4321,PPL
Utkur,16.65029,77.51496,40,781,4571,PPL
Ustikoilpenta,13.83463,79.03316,02,752,5374,PPL
Uravakonda,14.94348,77.25494,02,553,5317,PPL
Upputuru,14.42357,79.792,02,550,5177,PPL
Uppugunduru,15.67009,80.16879,02,549,5126,PPL
Uppalapadu,15.88725,79.91156,02,750,5112,PPL
Uppalapadu,15.58267,79.7567,02,549,5120,PPL
Uppalapadu,15.17039,78.044,02,755,5295,PPL
Uppalaguptam,16.55326,82.09749,02,747,4942,PPL
Uppal,18.17947,79.476,40,686,4447,PPL
Uppal,15.97433,77.67982,40,695,4606,PPL
Uppada,17.08333,82.33333,02,746,4912,PPL
Uppal Kalan,17.40577,78.55911,40,700,6318,PPL
Undial,16.43499,77.75707,40,538,4587,PPL
Undi,16.58542,81.46211,02,546,4976,PPL
Undavalli,16.49566,80.58574,02,548,5054,PPL
Umri,19.51667,78.9,40,532,4312,PPL
Ullapalem,15.23697,80.0712,02,549,5149,PPL
Ullah,19.18126,78.06904,40,680,4337,PPL
Ulindakonda,15.64509,77.97152,02,552,5258,PPL
Ulavapad,15.1665,79.99599,02,550,5152,PPL
Udayagiri,14.87538,79.30861,02,550,5154,PPL
Udampur,19.20876,78.87626,40,680,4335,PPL
Udakatla,16.5,77.95,40,538,4586,PPL
Turpupundla,14.19075,79.7845,02,550,5185,PPL
Turimerla,14.27568,79.73911,02,550,5185,PPL
Tupran,17.84635,78.4788,40,535,4482,PPL
Tunkapalem,14.31136,79.83028,02,550,5182,PPL
Tuni,17.35905,82.54607,02,746,4890,PPL
Tungaturti,17.41151,79.58874,40,696,4620,PPL
Tumuluru,16.26999,80.75136,02,548,5077,PPL
Tummurukota,16.55804,79.45814,02,751,5043,PPL
Tummalatalupur,14.2957,79.69682,02,550,5185,PPL
Tummalapenta,14.89974,80.0687,02,550,5158,PPL
Tumbagarh,19.02228,84.45606,02,,,PPL
Tuggali,15.31379,77.54503,02,552,5293,PPL
Tsundupalle,13.98092,78.9152,02,753,5238,PPL
Tsandavolu,16.00752,80.61218,02,750,5091,PPL
Tsadumu,13.66385,78.0998,02,753,5390,PPL
Tsadum,13.5479,78.90752,02,554,5394,PPL
Tripurantakam,15.99962,79.45674,02,549,5099,PPL
Trimulgherry,17.479,78.514,40,536,4499,PPL
Totapalliguduru,14.38915,80.08322,02,550,5180,PPL
Totakurapalem,17.68908,82.80712,02,744,4873,PPL
Tonduru,14.57544,78.28102,02,551,5221,PPL
Tondangi,17.24751,82.47819,02,746,4901,PPL
Tokapalle,15.88392,79.28578,02,549,5101,PPL
Tokalapudi,14.16116,79.68357,02,550,5185,PPL
Togarakunta,14.4895,77.46007,02,754,5335,PPL
Toderu,14.41177,79.76568,02,550,5176,PPL
Tocham,19.52876,78.56439,40,532,4310,PPL
Tiruvur,18.1,80.63333,40,690,4725,PPL
Tirupati,13.63551,79.41989,02,752,5383,PPL
Tirumala,13.68333,79.35,02,752,5383,PPL
Tirmalgiri,17.47385,79.43538,40,696,4619,PPL
Tippireddipalli,14.17059,79.70242,02,550,5185,PPL
Tippavarapadu,14.16174,79.77841,02,752,5184,PPL
Tipparti,17.01645,79.41274,40,539,4645,PPL
Tipanuru,14.09145,79.8555,02,752,5190,PPL
Timmasamudram,13.63993,79.7315,02,752,5382,PPL
Timmareddipalle,15.47831,79.36833,02,549,5130,PPL
Timmaraipet,17.37417,80.36675,40,541,4753,PPL
Timmapuram,17.38333,82.03333,02,745,4887,PPL
Timmapur,18.11501,78.72359,40,692,4458,PPL
Timmanayudupeta,14.70828,79.21711,02,550,5163,PPL
Timmanayanipeta,15.0203,78.15946,02,755,5301,PPL
Timajipet,16.66722,78.18982,40,694,4575,PPL
Tilaru,18.47869,84.0775,02,542,4791,PPL
Tilani,19.17388,79.27245,40,699,4333,PPL
Tiladru,17.2,80.41667,40,541,4762,PPL
Tikkavadipalem,17.73333,83.28333,02,544,4866,PPL
Thulipalem,14.75256,80.10719,02,550,5167,PPL
Tettu,15.05153,80.00375,02,550,5151,PPL
Thenali,16.24253,80.63982,02,548,5078,PPLA3
Temburu,18.63066,84.12898,02,542,4773,PPL
Telkapalli,16.44294,78.45724,40,694,4581,PPL
Tekmal,17.97281,78.03659,40,535,4469,PPL
Tekkali,18.6057,84.23546,02,542,4789,PPL
Tegada,18.03758,80.84011,40,690,4726,PPL
Tayyuru,13.29954,79.30802,02,554,5419,PPL
Tatiparti,14.51611,79.76661,02,550,5176,PPL
Taticherla,15.38343,79.04536,02,549,5134,PPL
Tarlupadu,15.65708,79.22379,02,549,5118,PPL
Tarlakota,18.8031,84.40278,02,542,4775,PPL
Tarigonda,13.69318,78.62834,02,753,5370,PPL
Taragupal,17.93954,79.17544,40,689,6257,PPL
Tanuku,16.75438,81.68143,02,546,4972,PPL
Tanisahippeta,18.33333,84.11667,02,542,4801,PPL
Tanguturu,15.33921,80.04006,02,549,5141,PPL
Tangeda,16.66736,79.81714,02,751,5045,PPL
Tanguturu,14.29537,79.22216,02,753,5243,PPL
Tandur,19.15183,79.45024,40,684,4332,PPL
Tandur,17.24849,77.57698,40,698,4534,PPL
Tanakallu,13.92002,78.19493,02,754,5360,PPL
Tamsi,19.6874,78.42384,40,532,4305,PPL
Tammenapatam,14.23272,80.1023,02,752,5190,PPL
Tamballapalle,13.82204,78.45174,02,753,5368,PPL
Talupula,14.24148,78.25848,02,754,5340,PPL
Tallapalem,17.63342,82.89038,02,744,4876,PPL
Talamanchipatnam,14.94492,78.31144,02,551,5200,PPL
Talagadadivi,15.91725,80.93067,02,547,5038,PPL
Tadpatri,14.90832,78.01031,02,553,5313,PPL
Tadivaripalle,15.59336,79.27886,02,549,5118,PPL
Tadimarri,14.56222,77.85895,02,754,5338,PPL
Tadikonda,16.41837,80.45485,02,548,5056,PPL
Tadikalapudi,16.89974,81.17536,02,748,4954,PPL
Tadikal,18.31312,79.29184,40,534,4441,PPL
Tadepalligudem,16.81467,81.52717,02,546,4961,PPL
Tadepalle,16.48333,80.6,02,548,5054,PPL
Tadcharla,18.54023,79.73307,40,687,4405,PPL
Tada,13.58593,80.0315,02,752,5198,PPL
Suryalanka,15.84752,80.52724,02,750,5093,PPL
Sururnagar,17.35611,78.53333,40,537,6323,PPL
Suriapet,17.14054,79.62045,40,696,4638,PPLA2
Suriapalem,16.54914,80.56248,02,749,5011,PPL
Suredu,18.16879,80.69849,40,780,4724,PPL
Surareddipalem,15.41211,80.04943,02,549,5141,PPL
Suntadasupalli,14.21968,79.82489,02,752,5184,PPL
Sunkarimetta,18.27294,82.96581,02,745,4844,PPL
Sunigram,18.19424,79.01667,40,692,4443,PPL
Sundi Penta,16.07625,78.907,02,755,6538,PPL
Suluru,13.7,80.01667,02,752,5197,PPL
Sugur,16.14059,77.98748,40,693,4602,PPL
Srungavarapukota,18.11084,83.13996,02,543,4831,PPL
Srisailain,16.07217,78.86816,02,755,6538,PPL
Srirangapur,16.19163,78.05,40,693,6288,PPL
Sriramnagar,17.26652,78.25544,40,537,4528,PPL
Sriramagiri,17.52752,81.29474,40,541,,PPL
Srikurmam,18.27085,84.00442,02,542,4801,PPL
Srikakulam,18.2989,83.89751,02,542,4802,PPL
Srikakulam,16.19645,80.84671,02,547,5033,PPL
Srigiripadu,16.30549,79.32777,02,751,5041,PPL
Son,19.01057,78.38468,40,680,6209,PPL
Sompeta,18.94419,84.58449,02,542,4780,PPL
Somidevipalle,15.45718,79.03842,02,549,5132,PPL
Somavaram,17.22708,82.11812,02,746,4899,PPL
Somaram,18.99187,79.71651,40,684,4351,PPL
Somala,13.47476,78.81007,02,554,5412,PPL
Soanpeta,18.96995,78.35627,40,533,6237,PPL
Siwampet,17.78848,78.37035,40,535,4487,PPL
Sivarampuram,18.53545,83.24321,02,743,4817,PPL
Shivannaguda,17.00494,78.88565,40,539,4649,PPL
Sivajipalem,17.73333,83.33333,02,544,4866,PPL
Sitarampuram,15.01587,79.13674,02,550,5153,PPL
Sitaramapuram,14.71963,78.66667,02,551,5213,PPL
Sitanagaram,18.65584,83.3771,02,743,4814,PPL
Sitanagaram,17.19935,80.9611,40,541,,PPL
Sitanagaram,17.18333,81.7,02,545,4896,PPL
Sitanagaram,16.49332,80.61096,02,548,5054,PPL
Sitammapeta,17.73333,83.31667,02,544,4866,PPL
Sirvel,15.32102,78.53439,02,755,5286,PPL
Sirsilla,18.38865,78.81048,40,683,4435,PPLA2
Sirsa,18.9347,79.94085,40,684,4351,PPL
Sirpuram,18.48333,80.56667,40,780,4723,PPL
Sirpur,19.47953,79.57558,40,699,4315,PPL
Sirisadu,18.29127,79.54156,40,534,6234,PPL
Singareni,17.5,80.26667,40,541,4744,PPL
Singarayakonda,15.23046,80.02794,02,549,5149,PPL
Singanamala,14.80031,77.71876,02,553,5325,PPL
Simhagadda,18.59252,83.02453,02,743,4817,PPL
Simhadripuram,14.62991,78.12797,02,551,5217,PPL
Simhachalam,17.76675,83.24986,02,544,4866,PPL
Sileru,18.04802,82.03444,02,745,4850,PPL
Sigadam,18.37869,83.68175,02,542,4797,PPL
Siddipet,18.10483,78.84858,40,692,4459,PPLA2
Siddhavattam,14.46795,78.96948,02,551,5229,PPL
Siddeswaram,16.03365,78.32926,02,755,5263,PPL
Shankrampet,18.04931,77.91418,40,535,4454,PPL
Shankarpalli,17.45229,78.131,40,537,4515,PPL
Shakapur,16.54647,77.95296,40,538,4586,PPL
Shahpur,17.79596,79.22882,40,689,4698,PPL
Shahabad,17.16242,78.13232,40,537,4542,PPL
Setturu,14.44801,76.98224,02,553,5332,PPL
Settigunta,13.85398,79.39776,02,753,5249,PPL
Seripalle,16.00029,78.06625,40,695,6299,PPL
Cherigudam,17.42303,78.06046,40,698,4514,PPL
Secunderabad,17.50427,78.54263,40,700,4521,PPL
Satyavedu,13.43661,79.95774,02,752,5402,PPL
Sattenapalle,16.39381,80.15221,02,751,5058,PPL
Sattavada,17.7064,81.68839,02,745,4884,PPL
Sasnur,16.1136,77.94147,40,695,4607,PPL
Sarvakota,18.59214,84.05307,02,542,4788,PPL
Saruvapuram,18.1257,80.06929,40,780,4689,PPL
Sarjakhanpet,17.0182,77.73665,40,781,4551,PPL
Santajuturu,15.62619,78.53379,02,755,5283,PPL
Sankarayalapeta,13.22367,78.61258,02,554,5416,PPL
Sanjemula,15.14741,78.29926,02,755,5300,PPL
Sangareddi,17.62477,78.08669,40,691,4492,PPLA2
Sangam,14.58508,79.7462,02,550,5171,PPL
Sandrapodu,15.32189,78.77955,02,549,5133,PPL
Sanagalaguduru,14.81381,78.0403,02,553,5326,PPL
Samalkot,17.05675,82.17639,02,746,4910,PPL
Salur,18.51716,83.20548,02,743,4817,PPL
Salorah,18.69012,77.8242,40,533,4370,PPL
Salbaka,18.40521,80.37164,40,780,4685,PPL
Salabatpur,17.8487,78.17663,40,535,4480,PPL
Saidapuram,14.1774,79.74277,02,550,5185,PPL
Sadasivpet,17.61925,77.95263,40,691,4490,PPL
Sabbavaram,17.79202,83.12691,02,744,4861,PPL
Rudrur,18.58369,77.87931,40,533,6240,PPL
Rudravaram,15.24257,78.60432,02,755,5297,PPL
Rudrangi,18.62575,78.70198,40,683,6219,PPL
Rudrajupalle,17.26375,80.84713,40,541,4751,PPL
Rudakota,18.29351,82.45949,02,745,4842,PPL
Rollapenta,15.88419,78.82422,02,549,5100,PPL
Rolla,13.84152,77.10095,02,754,5353,PPL
Roddam,14.094,77.42787,02,754,5349,PPL
Rettapalli,14.08807,79.87916,02,752,5190,PPL
Repalle,16.0184,80.82958,02,750,5096,PPL
Rentachintala,16.55236,79.55325,02,751,5043,PPL
Renigunta,13.65143,79.51256,02,752,5376,PPL
Remidicherla,16.28102,79.65007,02,751,5061,PPL
Relangi,16.71667,81.66667,02,546,4972,PPL
Regod,17.97887,77.85202,40,535,4471,PPL
Regadipalle,14.81217,78.14669,02,551,5199,PPL
Regadiguduru,15.71325,78.47832,02,755,5282,PPL
Reddivaripalle,14.26749,78.19881,02,754,5340,PPL
Reddipalli,14.08972,79.22901,02,753,5247,PPL
Razole,16.47608,81.83912,02,747,4937,PPL
Razam,18.44909,83.65957,02,543,4796,PPL
Rayavaram,15.71695,79.31242,02,549,5115,PPL
Rayapalli,17.47219,79.11615,40,697,4626,PPL
Rayanapadu,16.57367,80.56864,02,749,5011,PPL
Rayalapeta,13.32986,78.72509,02,554,5416,PPL
Rayalacheruvu,15.05254,77.81756,02,553,5312,PPL
Rayadrug,14.69971,76.85241,02,553,5305,PPL
Rayachoti,14.05723,78.75056,02,753,5239,PPL
Ravutulapudi,17.37643,82.37134,02,746,4891,PPL
Ratti,18.81815,84.54425,02,542,4776,PPL
Rasapudipalem,17.73308,83.31622,02,544,4866,PPL
Rapur,14.20216,79.53521,02,550,5175,PPL
Rangapuram,15.40923,78.07459,02,755,5279,PPL
Bangampet,17.94787,78.11643,40,535,4468,PPL
Rampur,18.4548,80.00431,40,687,4682,PPL
Gundrampalli,17.23448,78.98604,40,539,4633,PPL
Ramgundam,18.80084,79.45206,40,682,6214,PPL
Ramayapatnam,15.04677,80.04431,02,550,5151,PPL
Ramayampet,18.11726,78.43548,40,535,4457,PPL
Ramavaram,17.67976,81.95694,02,745,4886,PPL
Ramasamudram,13.36664,78.42438,02,753,5414,PPL
Ramasagar,17.89825,78.61834,40,692,6283,PPL
Ramapuram,15.28749,77.86722,02,755,5294,PPL
Ramapuram,13.10091,79.1841,02,554,5431,PPL
Ramanapeta,17.28941,79.09417,40,697,4632,PPL
Ramanakkapeta,16.88545,80.87344,02,748,5002,PPL
Ramallakota,15.57105,78.00165,02,552,5278,PPL
Ramakuppam,12.90013,78.4857,02,554,5428,PPL
Ramagiri,14.3055,77.497,02,754,5348,PPL
Ramachandrapuram,16.83636,82.02871,02,747,4924,PPL
Ramabhadrapuram,18.49682,83.27849,02,543,4819,PPL
Rajupalem,14.21872,79.70217,02,550,5185,PPL
Razupalem,14.1138,79.73219,02,752,5184,PPL
Rajawaram,16.70884,79.41562,40,539,6306,PPL
Rajavolu,15.89098,77.82634,40,695,6296,PPL
Rajapur,19.04317,84.66852,02,542,4779,PPL
Rajanagaram,17.08333,81.9,02,545,4908,PPL
Razampeta,14.19544,79.15896,02,753,5246,PPL
Rajamahendravaram,17.00517,81.77784,02,545,4906,PPL
Raipol,17.93661,78.6291,40,692,6283,PPL
Raipatnam,18.8924,79.14264,40,681,4397,PPL
Raikod,17.83835,77.74655,40,691,4472,PPL
Raikal,18.90347,78.80527,40,681,4395,PPL
Raigir,17.53512,78.9385,40,697,4628,PPL
Rahimanpuram,15.4041,78.05136,02,755,5279,PPL
Raghunathpalli,17.75394,79.25812,40,689,4698,PPL
Racherla,15.46298,78.96587,02,549,5132,PPL
Rachaveli,14.94723,78.5067,02,755,5303,PPL
Pyapali,15.23318,77.74232,02,755,5294,PPL
Puttur,13.44189,79.55314,02,752,5407,PPL
Putluru,14.80984,77.96572,02,553,5326,PPL
Putalapattu,13.34624,79.09351,02,554,5410,PPL
Punganuru,13.36672,78.57186,02,554,5415,PPL
Pundi,18.66093,84.3631,02,542,4781,PPL
Pullampet,14.1242,79.20831,02,753,5247,PPL
Pullalacheruvu,16.15853,79.4312,02,549,5098,PPL
Pulivendla,14.42139,78.22502,02,551,5219,PPL
Pulinjerikuppam,13.60851,80.24421,02,752,5198,PPL
Pudimadaka,17.49825,83.00498,02,744,4878,PPL
Proddatur,14.7502,78.54813,02,551,5214,PPL
Priya,18.42347,84.141,02,542,4800,PPL
Pratur,16.46644,80.63734,02,548,5054,PPL
Prattipadu,17.22982,82.19378,02,746,4900,PPL
Prattipadu,16.18196,80.33444,02,548,5081,PPL
Pratakota,15.95,78.38333,02,755,5261,PPL
Prakkilanka,17.13333,81.66667,02,545,4896,PPL
Prabhagiripatnam,14.45736,79.74819,02,550,5176,PPL
Prabhagiripatnam,14.45,79.23333,02,753,5244,PPL
Potkapalli,18.42309,79.46648,40,682,4426,PPL
Potemshetpalli,17.98011,78.20133,40,535,4468,PPL
Potakamuru,15.74205,79.7716,02,549,5114,PPL
Porumamilla,15.00901,78.98918,02,551,5208,PPL
Ponnuru,16.06547,80.55203,02,548,5084,PPL
Ponnaluru,15.2725,79.79921,02,549,5143,PPL
Pongode,16.92464,79.73427,40,696,4666,PPL
Ponduru,15.41653,79.92643,02,549,5141,PPL
Polukallu,15.82839,77.74313,02,552,5256,PPL
Polluru,17.86257,81.65181,02,,,PPL
Polavaram,17.24754,81.64372,02,748,4949,PPL
Polatala,14.3727,78.68026,02,551,5232,PPL
Polaki,18.37215,84.10272,02,542,4800,PPL
Polakampad,16.48729,80.59978,02,548,5054,PPL
Poladpur,17.98333,83.46667,02,543,4840,PPL
Pokuru,15.17262,79.82246,02,550,5147,PPL
Pokkandala,14.23176,79.74844,02,550,5185,PPL
Pogullapalle,17.54583,80.87531,40,690,4748,PPL
Podur,16.15232,77.82452,40,695,4603,PPL
Podili,15.60639,79.61489,02,549,5120,PPL
Podalakur,14.38481,79.73366,02,550,5176,PPL
Pochannapet,17.75244,79.03552,40,689,4674,PPL
Pochampalli,18.35,78.83333,40,683,6217,PPL
Pitlapur,18.38047,77.67701,40,685,4374,PPL
Pitlam,18.22257,77.82386,40,685,4384,PPL
Pithapuram,17.1168,82.25284,02,746,4911,PPL
Pippara,16.71667,81.55,02,748,4974,PPL
Pimpalgaon,18.96667,77.96667,40,680,4341,PPL
Pillutla,16.539,79.90435,02,751,5048,PPL
Pileru,13.65584,78.93854,02,753,5386,PPL
Piduguralla,16.47926,79.88632,02,751,5047,PPL
Phirangipuram,16.29078,80.26233,02,548,5072,PPL
Petmanhalli,17.76878,77.50564,02,,,PPL
Peruru,14.35031,77.34969,02,754,5348,PPL
Perur,18.02551,78.21708,40,535,4456,PPL
Penumur,13.37025,79.19631,02,554,5409,PPL
Penumaka,16.48402,80.57719,02,548,5054,PPL
Penukonda,14.08286,77.59473,02,754,5356,PPL
Penuguduru,16.91667,82.2,02,746,4922,PPL
Penugonda,16.65363,81.7455,02,546,4980,PPL
Penuganchiprolu,16.90324,80.24625,02,749,4992,PPL
Pentakota,17.30094,82.61124,02,744,4881,PPL
Pennalurupet,13.3084,79.85515,02,602,,PPL
Pendurti,17.82781,83.20215,02,544,4862,PPL
Penchupadu,13.47466,78.45688,02,753,5392,PPL
Penagaluru,14.30611,79.2623,02,753,5244,PPL
Pembi,19.19554,78.63749,40,680,6206,PPL
Pellakuru,13.83025,79.81032,02,752,5195,PPL
Pedduru,12.80704,78.56672,02,554,5428,PPL
Pedda Waltair,17.73378,83.33225,02,544,4866,PPL
Peddavullagallu,15.80428,79.76083,02,549,5113,PPL
Peddavalasa,17.78211,82.27075,02,745,4850,PPL
Peddatippasamudram,13.71295,78.20755,02,753,5390,PPL
Pedda Sana,18.58054,84.18089,02,542,4789,PPL
Peddareddipet,17.77244,77.95271,40,691,4478,PPL
Peddapuram,17.07701,82.13836,02,746,4903,PPL
Peddapur,17.89884,77.98065,40,535,4470,PPL
Peddapudi,16.96667,82.16667,02,746,4915,PPL
Peddapavani,15.00858,79.81153,02,550,5150,PPL
Peddapatnam,16.28562,81.27298,02,547,5034,PPL
Peddapasupula,14.88072,78.44638,02,551,5201,PPL
Peddapariya,14.02963,79.87292,02,752,5189,PPL
Peddapalli,18.61357,79.37442,40,682,4408,PPLA2
Peddapalli,16.37475,78.40404,40,694,4581,PPL
Pedda Palipeta,18.35,84.13333,02,542,4800,PPL
Peddapadu,16.6392,81.03691,02,748,4965,PPL
Pedda Munugal,17.16822,80.29613,40,541,4761,PPL
Pedda Mungal,16.6,79.1,40,539,4658,PPL
Peddamudiyam,15.01154,78.45144,02,551,5201,PPL
Peddamallepalle,14.72699,78.05658,02,553,5327,PPL
Peddamal,17.33877,77.66156,40,698,4533,PPL
Pedda Machchilisam,18.33271,84.12149,02,542,4801,PPL
Peddakurapadu,16.47101,80.25675,02,751,5057,PPL
Pedda Irlapadu,15.20122,79.58773,02,549,5144,PPL
Pedda Ganjam,15.64428,80.22992,02,750,5125,PPL
Pedda Dokulapadu,18.72046,84.45929,02,542,4781,PPL
Peddacheruvu,15.97038,78.83821,02,755,6538,PPL
Peddachappalle,14.55296,78.62724,02,551,5224,PPL
Peddachama,15.9358,78.92954,02,549,5100,PPL
Pedda Bellala,19.07845,78.80998,40,680,4335,PPL
Peddaballe,13.98624,78.39306,02,754,5341,PPL
Pedda Arikatla,15.52249,79.52689,02,549,5119,PPL
Peddaravidu,15.81306,79.2208,02,549,5101,PPL
Peddaalavalapadu,15.32806,79.62475,02,549,5144,PPL
Pedda Ahobilam,15.12449,78.73502,02,755,5298,PPL
Pedana,16.25582,81.14378,02,547,5030,PPL
Pebberu,16.20737,77.99295,40,693,4602,PPL
Payikapuram,16.54818,80.6492,02,749,5010,PPLX
Payalakunta,14.87716,79.01881,02,551,5209,PPL
Pattikonda,15.39501,77.5043,02,552,5290,PPL
Pattikonda,13.18322,78.63918,02,554,5417,PPL
Pattangi,18.92028,84.48999,02,542,4776,PPL
Patrapur,19.13198,84.57036,02,,,PPL
Patnam,14.23453,78.09523,02,754,5343,PPL
Patlur,17.58542,77.79303,40,698,4512,PPL
Pata Polavaram,17.39798,82.81857,02,744,4882,PPL
Patapatnam,18.74888,84.08891,02,542,4773,PPL
Patapalem,16.27276,77.60795,40,695,4591,PPL
Patancheru,17.53334,78.2645,40,691,4494,PPL
Patamatalanka,16.49283,80.65403,02,547,5024,PPLX
Patamata,16.49327,80.66123,02,749,5010,PPLX
Patakottacheruvu,15.1592,77.51104,02,553,5309,PPL
Patagunta,13.43619,79.28224,02,752,5398,PPL
Pasupugallu,15.80529,79.80087,02,549,5113,PPL
Pasra,18.19955,80.16971,40,780,4688,PPL
Pasaluru,14.64743,77.67107,02,553,5329,PPL
Parvatipuram,18.78392,83.42569,02,743,4812,PPL
Parumanchala,15.79754,78.40187,02,755,5262,PPL
Paruchuru,15.97091,80.27493,02,750,5108,PPL
Partiala,16.65872,80.40901,02,749,5007,PPL
Parnasala,17.93186,80.89639,40,690,4729,PPL
Parnapalle,14.56883,77.97155,02,551,5218,PPL
Parlapalli,14.35075,79.75591,02,550,5176,PPL
Parkal,18.19841,79.70072,40,686,4679,PPL
